İŞLEM YAPAN PERSONEL;FATURA TARİHİ;MARKA;İŞLETME ADI;CİHAZIN ADI;MODEL;CİHAZ SERİ NO;"TEKNİK SERVİSE 
 GİRİŞ TARİHİ";"TEKNİK SERVİSTEN 
 ÇIKIŞ TARİHİ";CİHAZ SORUNU;CİHAZ SORUN AÇIKLAMALARI;YAPILAN İŞLEM;TEKNİK SERVİS MASRAFI;"BİZİM MÜŞTERİYE
 SÖYLEDİĞİMİZ  MASRAF";ONAYLAYAN KİŞİ;"CONNECTE
 YAZILDI MI";;;;;;;;;;;;;;;;;;;;;;;
; ;;HAVVA HANIM BALATURKA SUADİYE;UNİFİ ACCES POİNT;;190918E829C058E8;07.03.2023;;SU KAÇMIŞ.ANAKART ARIZASI. ÜRETİCİYE GÖNDERİLDİ.;;ONARIM MASRAFI SIFIR CİHAZ FİYATINA YAKIN OLDUĞU İÇİN ONARILMASI ÖNERİLMEZ SIFIR ACCES POİNT ÖNERİLİR.  04.04 SAFİR TEKNOLOJİ 25USD+KDV MASRAF ÇIKMIŞ , ELEKTRİK DESTEKLEYİCİ BİR PARÇA DEĞİŞECEK  18.04 SORUN DEVAM EDİYOR 2. KEZ GÖNDERİLDİ 17.05 da 3. kez gönderildi;SIFIR ACCESS POİNT FİYATI 180 USD+KDV  ;30.03 nur hanım arızalı cihaz için bilgi verecek  07.04 40usd+kdv  ali bey onayladı. (MASRAF ÖDEMESİ YAPILMADIĞI İÇİN ONARIMI YAPTIRILMADI.);ÇALIŞMADIĞI İÇİN GERİ GÖNDERİLDİ.;;;;;;;;;;;;;;;;;;;;;;;;
;24.04.2018;;TAVUK DÜNYASI KAVACIK CADDE;ROBOTPOS MÜŞTERİ EKRANI;M;R2017303066;08.03.2023;;GÖRÜNTÜ YOK.;;KABLO ONARILDI TEST EDİLDİ SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;03.11.2020;;CEVİZ AĞACI ACIBADEM;ROBOTPOS YAZICI;RP-81;1910280060;08.03.2023;;SİLİK YAZMA;;TERMAL KAFA VE DIŞ KASA DEĞİŞMESİ GEREKMEKTEDİR.;07.04 ibrahim bey meşgul ibrahim bey onayladı  kur:19,2708;;;;;;;;;;;;;;;;;;;;;;;;;;
;18.04.2017;;KAHVE DÜNYASI EDİRNE ERASTA;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;M;R2016002077 + (R2016302002);09.03.2023;;SES SORUNU;;HOPARLÖR DEĞİŞTİ TEST EDİLDİ SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;05.06.2017;;KAHVE DÜNYASI ADANA M1 AVM;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;M;R2016002033 + (R2017303045);09.03.2023;;DONMA VE GEÇ AÇILMA;;BİOS UPDATE YAPILDI FORMAT ATILDI TEST EDİLDİ SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;20.02.2023;;HD HOLDİNG;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;MK;R20220030215 + (R2204150049);10.03.2023;;MÜŞTERİ GÖSTERGESİ ARIZALI;;ANAKART ÜSTÜNDEKİ VGA MODÜL ÇIKMIŞ TSKILDI FORMAT ATILDI SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;21.12.2018;;BAYLAN BEBEK;ROBOTPOS YAZICI;RP-81;1805120215;10.03.2023;;SİLİK YAZMA;;TERMAL KAFA VE DIŞ KASA DEĞİŞMESİ GEREKMEKTEDİR.;garantiden termal kafa ve dış kasa değişecektir.;;;;;;;;;;;;;;;;;;;;;;;;;;
;30.05.2019;;KÖFTECİ RAMİZ MERSİN ERDEMLİ;ROBOTPOS YAZICI;RP-81;1811250222;10.03.2023;;SİLİK YAZMA;;TERMAL KAFA VE DIŞ KASA DEĞİŞMESİ GEREKMEKTEDİR.;06.04 AYŞE HANIM ONAYLADI. KUR:19,2612  70USD+KDV;;;;;;;;;;;;;;;;;;;;;;;;;;
;24.08.2021;;KÖFTECİ YUSUF AFYONKARAHİSAR DİNAR;ROBOTPOS MÜŞTERİ EKRANI;MK;R2106190011;10.03.2023;;LCD PANEL KARINCALANMA VAR;;GARANTİ KAPSAMINDA LCD PANEL DEĞİŞTİ SORUN GÖRÜLMEDİ. (PDG041);;;;;;;;;;;;;;;;;;;;;;;;;;;
;04.05.2017;;KAHVE DÜNYASI ANKARA ARMADA AVM;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;M;R2016002020 + (R2016302056);10.03.2023;;DONUYOR.;;FORMAT ATILDI 128GB SSD VE 8 GB RAM TAKILDI TEST EDİLDİ SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;11.09.2019;;TAVUK DÜNYASI ÜSKÜDAR;ROBOTPOS YAZICI;RP-81;1906060297;13.03.2023;;SİLİK YAZMA.;;TERMAL KAFA VE DIŞ KASA DEĞİŞMESİ GEREKMEKTEDİR.;07.04 onur bey ulaşılamadı 11.04 ömer bey geri dönüş yapacak 13.04 ÖMER  BEYE WP DEN MASRAF İLETİLDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;
;09.12.2019;;PİDE BY PİDE ISPARTA İYAŞ PARK AVM;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;MK;R2019003292 + (R1909180040);13.03.2023;;AÇILMIYOR-anakartı yanmış değişmesi gerekiyor.;;ANAKART = 360USD+KDV;15.03 şahin bey onayladı. KUR: 18,9855;;;;;;;;;;;;;;;;;;;;;;;;;;
;17.12.2018;;TAVADA TAVUK IĞDIR;ROBOTPOS CİHAZ;M;R2018002062;13.03.2023;;SES PROBLEMİ -- cihaz ses sorunu diye geldi ama daha öncesinde geldiğinde USB port arızası vardı ve anakarti değişmesi gerekiyordu bu sefer geldiğinde hoparlorde sıkıntı yok anakart üstündeki ses port yuvası anakart üstündeki USB portlar ve power port arizalidir USB port ve ses portu değişimi yapılamıyor adaptörü oynayınca cihaz kapanıyor bu sebepten ötürü power port arızası var anakart değişmesi gerekmektedir ;;POWER PORT:35USD+KDV     ANAKART:360USD+KDV;15.03.2023 aykut bey müşteri temsilcisi ilede görüşüp bilgi verecek. 17.03 AYKUT BEY SATIŞLA GÖRÜŞÜP BİLGİ VERECEK 21.03 aykut bey ulaşılamadı 23.03 aykut bey ulaşılamadı 28.03 aykut beye wp den yazıldı  29.03 AYKUT BEY ONAYLAMADI CİHAZ İADE EDİLECEK;;;;;;;;;;;;;;;;;;;;;;;;;;
;21.11.2019;;ROCKET BURGER ACARKENT;ROBOTPOS CİHAZ;MK;R2019002074;14.03.2023;;AÇILMIYOR -- ANAKART ONARILDI FORMAT ATOLDU SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;26.08.2021;;TAVUK DÜNYASI ESENYURT CUMHURİYET;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;MK;R20210030076 + (R2106190055);14.03.2023;;EKRAN RENK SORUNU;;FORMAT ATILDI SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;12.08.2019;;DOYUYO FORUM ÇAMLIK;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;MK;R2019002144 + (R2201060021);14.03.2023;;GÖKHAN BEY  DOKUNMATİK SORUNUNUN DEVAM ETTİĞİNİ İLETTİ , YARIN ÇIKIŞ YAPACAK - DOKUNMATİK MODÜL İÇİN 45USD ÖDEME ALINDIĞINI İLETTİ , FARKLI BİR MASRAF ÇIKARSA 45USD DEN DÜŞÜLMESİNİ RİCA ETTİ. ;;;28.02.2023 gökhan bey onayladı.;;;;;;;;;;;;;;;;;;;;;;;;;;
;21.04.2021;;KÖFTECİ YUSUF İZMİR ALSANCAK;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;MK;R2020002002 + (R2009150017);14.03.2023;;M. EKRANI AŞAĞI DÜŞÜYOR.(ÖNCEDSİNDE VİDA GÖNDERDİĞİMİZ ŞUBE);;MÜŞTERİ EKRANI AYAĞI DEĞİŞTİ. FORMAT ATILDI TEST EDİLDİ SORUN GÖRÜLMEİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;25.04.2017;;TAVUK DÜNYASI METROGARDEN;ROBOTPOS CİHAZ;M;R2017002028;15.03.2023;;DOKUNMATİK SORUNU --- dokunmatik sorunu vardır cihaz dokunmatiginde deformasyonlar var dokunmatik panel değişmesi gerekmektedir ;;DOKUNAMTİK PANEL : 230USD+KDV;15.03 ilyas bey onayladı.;;;;;;;;;;;;;;;;;;;;;;;;;;
;26.06.2020;;GÖNÜL KAHVESİ BEYLİKDÜZÜ 5M MİGROS;ROBOTPOS YAZICI;RP-81;1910280284;15.03.2023;;POWER SOKET ARIZALI;;anakarta bakılacaktır. -- power port arızası var anakart değişmesi gerekmektedir;yazıcı anakart :70USD+KDV;07.04.2023 YUSUF BEY ONAYLADI KUR : 19,2708 YUSUF BEY YERİNDE SERVİS TARAFINDAN TESLİM EDİLMESİNİ RİCA EDİYOR ŞUBEDE YAZICILARIN BAĞANTISI İLE İLGİLİ SORUN YAŞAMAKTAYMIŞ;;;;;;;;;;;;;;;;;;;;;;;;;
;10.01.2020;;KÖFTECİ YUSUF AFYON İSTİKLAL PARK;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;MK;R2019003061 + (R1910230217);16.03.2023;;EKRANA TOZ KAÇMIŞ.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;15.11.2022;;KAHVE DÜNYASI ADANA TÜRKMENBAŞI;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;MK;R20220020195 + (R2201060067);17.03.2023;;EKRANDA KAYMA VAR;;FORMAT ATILDI TEST EDİLDİ SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;27.03.2018;;TAVUK DÜNYASI ADANA ATATÜRK CAD.;ROBOTPOS YAZICI;RP-81;1708030103;20.03.2023;;GÜÇ GELMİYOR. (KASA KIRIK GELDİ.);;anakarta bakılacaktır. --  silik yazma da vardir değişecek parçaları anakart-termal kafa ve dış kasa değişmesi gerekmektedir masraf yüksek çıkacağı için sıfır yazıcı önerilir; ANAKART:70USD+KDV DIŞ KASA:10USD+KDV TERMAL KAFA:60USD+KDV    140USD+KDV ;11.04 HAKAN BEY ULAŞILAMADI;;;;;;;;;;;;;;;;;;;;;;;;;
;02.11.2020;;DÖNER Y BURSA SULAR VADİSİ;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;MK;R2020003006 + (R1910230012);20.03.2023;;DOKUNMATİK ARIZALI;;FORMAT ATILDI TEST EDİLDİ SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;04.04.2017;;KAHVE DÜNYASI BURSA KENT MEYDANI AVM;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;M;R2016002167 + (R20163202082);20.03.2023;;CPU VE DİSK %100 GÖRÜNÜYOR. ;;HOPARLÖR DEĞİŞTİ KART OKUYUCU DEĞİŞTİ (MSR) BİOS UPDATE VE FORMAT ATILDI;;;;;;;;;;;;;;;;;;;;;;;;;;;
;05.06.2017;;KAHVE DÜNYASI AFYONPARK;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;M;R2016002120 + ()R2016302052;20.03.2023;;DOKUNMATİK SORUNU BAZEN AÇILMIYOR.;;ANAKART VE MSR KART OKUYUCU DEĞİŞTİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;24.04.2019;;TAVUK DÜNYASI ÇANAKKALE 17 BURDA AVM;ROBOTPOS YAZICI;RP-81;1811250072;21.03.2023;;SİLİK YAZMA;;TERMAL KAFA VE DIŞ KASA DEĞİŞMESİ GEREKMEKTEDİR.;11.04.2023 NESRİN HANIM ULAŞILAMADI 13.04 NESRİN HANIM ONAYLAMADI;;;;;;;;;;;;;;;;;;;;;;;;;;
;26.02.2019;;TAVUK DÜNYASI TEKİRDAĞ ÇORLU ORİON;ROBOTPOS YAZICI;RP-81;1811250311;22.03.2023;;GÜÇ GELMİYOR;;anakarta balıacaktır. --  bıçak ve sensör arızası vardır termal kafa ve dış kasa değişmesi gerekmektedir garantisi yoktur;11.04 HASAN BEY ULAŞILAMADI  AYKUT BEY MASRAFI ONAYLADI  ;;;;;;;;;;;;;;;;;;;;;;;;;;
;26.02.2019;;TAVUK DÜNYASI TEKİRDAĞ ÇORLU ORİON;ROBOTPOS YAZICI;RP-81;1811250312;22.03.2023;;BIÇAK VE SENSÖR ARIZASI;;TERMAL KAFA VE DIŞ KASA DEĞİŞMESİ GEREKMEKTEDİR.;11.04 HASAN BEY ULAŞILAMADI   AYKUT BEY MASRAFI ONAYLADI;;;;;;;;;;;;;;;;;;;;;;;;;;
;24.03.2016;;KAHVE DÜNYASI ACIBADEM;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;M;2016001168 + (2016301033);23.03.2023;;EKRAN SARUNU SAĞ TARAFTA ÇİZİKLER ÇIKIYOR;;FORMAT ATILDI TEST EDİLDİ SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;24.03.2016;;KAHVE DÜNYASI ZİVERBEY;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;M;2016001117 + (2016301042);24.03.2023;;AÇILMIYOR.;;ANAKART VE HOPARLÖR DEĞİŞTİ FORMAT ATILDI HAZIR.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;TAVUK DÜNYASI BURSA ANATOLIUM;UNİFİ ACCES POİNT;;UNİ1001;24.03.2023;;ARIZA BİLGİSİ YOK;;SORUN GÖRÜLMEDİ. MÜŞTERİYE BİLGİ VERİLDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;24.08.2017;;FARUK GÜLLÜOĞLU ARNAVUTKÖY;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;M;R2017001094 + (R2017302017);27.03.2023;;CİHAZDA MÜŞTERİ EKRANIDA AÇILMIYOR. -- anakarti degismesi gerekmektedir. ;;ANAKART : 360USD+KDV;28.03 MEHMET BEY ONAYLADI. KUR : 19,1023;;;;;;;;;;;;;;;;;;;;;;;;;;
;02.12.2019;;ÇAY SAATİ F05 İÇ HATLAR YENİ HAVALİMANI;ROBOTPOS MÜŞTERİ EKRANI;MK;R1910230006;28.03.2023;;görüntü gidiyor.;;kablolar sök tak yapıldıs sorun görülmedi.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;10.07.2017;;GÖNÜL KAHVESİ SULTANBEYLİ PLATO AVM;ROBOTPOS CİHAZ;M;R2017001022;30.03.2023;;POWER SOKET ARIZALI-POWER SOKET DEĞİŞMESİ GEREKİYOR.;;04.04  ufuk bey onayladı power soket : 35usd+kdv KUR: 19,2133;;;;;;;;;;;;;;;;;;;;;;;;;;;
;29.01.2020;;KÖFTECİ YUSUF İSTANBUL HALKALI;ROBOTPOS MÜŞTERİ EKRANI;MK;R1910230210;31.03.2023;;AYAK KIRIK. -- AYAK DEĞİŞMESİ GEREK;;05.04 bahri beye mail iletildi. BAHRİ BEY MÜŞTERİ AYAĞINI ONAYLADI 20USD+KDV;;;;;;;;;;;;;;;;;;;;;;;;;;;
;24.04.2019;;TAVUK DÜNYASI ÇANAKKALE CADDE;ROBOTPOS YAZICI;RP-81;1811250070;31.03.2023;;SİLİK YAZMA.;;TERMAL KAFA VE DIŞ KASA DEĞİŞMESİ GEREKMEKTEDİR.;11.04.2023  ZÜLEYHA HANIM GERİ DÖNÜŞ YAPACAK.  13.04 NESRİN HANIM ONAYLAMADI;;;;;;;;;;;;;;;;;;;;;;;;;;
;20.06.2018;;TAVUK DÜNYASI ANKARA CEPA;ROBOTPOS CİHAZ;M;R2018001202;31.03.2023;;SES SORUNU;;hoparlör değişmesi gerekiyor ;15usd+kdv;31.03 muharrem bey onayladı. KUR :19,1804;;;;;;;;;;;;;;;;;;;;;;;;;
;04.04.2017;;KAHVE DÜNYASI SAMSUN PİAZZA AVM;ROBOTPOS CİHAZ+ MÜŞTERİ EKRANI;M;R2016002185 + (R2016302100);31.03.2023;;DONMA SORUNU.;;FORMAT ATILDI TEST EDİLDİ SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;26.07.2021;;KAHVE DÜNYASI BAKIRKÖY EBUZİYA CADDESİ;VİNTEC MÜŞTERİ EKRANI;DL097;097DL170868041;03.04.2023;;GÖRÜNTÜ YOK.;;kablosu onarıldı hazır.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;13.02.2020;;TAVUK DÜNYASI TUZLA MARİNA;ROBOTPOS YAZICI;RP-81;1906060110;03.04.2023;;EROR VERİYOR.;;TERMAL KAFA VE DIŞ KASA DEĞİŞMESİ GEREKMEKTEDİR.;11.04 HAMDİ BEY GERİ DÖNÜŞ YAPACAK HAMDİ BEY MASRAFI ONAYLAMADI ŞUBEYE İADE EDİLECEK.;;;;;;;;;;;;;;;;;;;;;;;;;;
;15.11.2022;;ETİLER MARMARİS BOSTANCI;ROBOTPOS YAZICI;RP-81;R2020424013;03.04.2023;;GÜÇ SORUNU;;garantiden anakart ve termal kafa değişti sorun görülmedi hazır.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;23.10.2017;;ALAÇATI MUHALLEBİCİSİ BEYLİKDÜZÜ 5M MİGROS;ROBOTPOS CİHAZ;M;R2017001075;03.04.2023;;WİNDOWS HATASI AÇILMIYOR.;;bios update ve format atıldı sorun görülmedi.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;08.07.2019;;BURSA İSHAKBEY ANTALYA ÖZDİLEK;ROBOTPOS CİHAZ+ MÜŞTERİ EKRANI;MK;R2019001129 + (R1904080026);04.04.2023;;MÜŞTERİ EKRANINA GÖRÜNTÜ GELMİYOR.;;cihaza format atıldı gösterge kablosu çıkmış takıldı sorun görülmedi.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;11.12.2019;;ASUMAN AKASYA AVM;ROBOTPOS YAZICI;RP-81;1906060015;05.04.2023;;SİLİK YAZMA;;TERMAL KAFA + DIŞ KASA;05.04 ASUHAN HANIM ONAYLADI 70USD+KDV;;;;;;;;;;;;;;;;;;;;;;;;;;
;23.07.2019;;PİDE BY PİDE GEBZE CENTER;ROBOTPOS YAZICI;RP-81;1811250180;05.04.2023;;FAZLA FİŞ ÇIKARTIYOR ve silik yazma mevcuttur.;;termal kafa ve dış kasa değişmesi gerekiyor.;05.04 bilgi işlemlerine mail iletildi. TOYGAR BEY ONAYLAMADI;;;;;;;;;;;;;;;;;;;;;;;;;;
;07.05.2018;;KAHVE DÜNYASI ANKARA ACİTY;ROBOTPOS CİHAZ+ MÜŞTERİ EKRANI;M;R2018001160 + R2017302001 ;05.04.2023;;SES PROBLEMİ;;HOPARLÖR DEĞİŞTİ FORMAT ATILDI TEST EDİLDİ SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;02.08.2019;;KAHVE DÜNYASI MALL OF ANTALYA ALGÖTÜR;ROBOTPOS CİHAZ+ MÜŞTERİ EKRANI;MK;R2019002230 + R1907180004 ;05.04.2023;;CİHAZ DONUYOR.;;BİOS UPDATE VE FORMAT ATILDI TEST EDİLDİ SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;18.02.2020;;TAVUK DÜNYASI KARTAL ÇARŞI;ROBOTPOS YAZICI;RP-81;1906060131;06.04.2023;;YAZICI KESME YAPMIYOR. --- kesme ve silik yazma var termal kafa ve dış kasa değişmesi gerekmektedir;;11.04.2023 HÜSEYİN BEY GERİ DÖNÜŞ YAPACAK . HÜSEYİN BEY MASRAFI ONAYLADI 70USD+KDV;;;;;;;;;;;;;;;;;;;;;;;;;;;
;11.12.2019;;ASUMAN AKASYA AVM;ROBOTPOS YAZICI;RP-81;1906060038;06.04.2023;;YAZICI KESME YAPMIYOR.;;TEST EDİLDİ SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;29.10.2019;;KAHVE DÜNYASI KAHRAMANMARAŞ PİAZZA AVM;ROBOTPOS YAZICI;RP-81;1805120036;06.04.2023;;SİLİK YAZMA.(MUADİL CİHAZ BİZE AİT);;MERKEZLERİNE AİT 161228V1314ABNQ-D0116 HUGİN YAZICI GÖNDERİLDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;20.04.2022;;KÖFTECİ YUSUF ANKARA İSKİTLER;ROBOTPOS CİHAZ+ MÜŞTERİ EKRANI;MK;R20220010101 + (R2106190077);07.04.2023;;müşteri ekranı çıkartıldığında cihaz açılmaktadır müşteri ekranı takılı olduğunda ekran müşteri ekranına gitmektedir dün düzeltildi fakat sürekli aynı sorunu yaşadıklarını iletmektedirler;;FORMAT ATILDI GÖSTERGE DATA KABLOSU DEĞİŞTİ SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;18.01.2021;;KÖFTECİ YUSUF PENDORYA;ROBOTPOS MÜŞTERİ EKRANI;MK;R2009150039;07.04.2023;;Müşteri ekranı vida yuvaları Kırılmış -- müşteri ekranı ayak kırıktır ayak değişmesi gerekmektedir;;11.04 bahri beye mail iletildi müşteri ekran ayak 20usd+kdv   18.04 bahri bey onayladı;;;;;;;;;;;;;;;;;;;;;;;;;;;
;22.04.2022;;KÖFTECİ YUSUF BURSA MİHRAPLI PARK;ROBOTPOS CİHAZ;MK;R20220010121;10.04.2023;;EKRAN SORUNU;;FORMAT ATILDI TEST EDİLDİ SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;22.12.2017;;CARMELO COFFEE KÜÇÜKYALI HILLTOWN;VİNTEC CİHAZ;;6745A170863027D;11.04.2023;;CİHAZ AÇILMIYOR.;;BİOS AYAR YAPILDI SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;06.09.2022;;BONO TAZE MAKARNA KOZYATAĞI;ROBOTPOS YAZICI;RP-81;R2020424432;11.04.2023;;BIÇAK SIKIŞTIRIYOR.;;GARANTİDEN TERMAL KAFA VE DIŞ KASA DEĞİŞTİ HAZIR.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;02.12.2021;;PAKİŞ YOLA MARKET SAMANDIRA;ROBOTPOS CİHAZ;MK;R20210030053;13.04.2023;;EKRANDA RENK PROBLEMİ VAR. (DOKUNMATİK PANELDE DARBEDEN DOLAYI KIRIK VAR.);;GARANTİDEN LED PANEL DEĞİŞECEK-- GARANTİ DIŞI OLAN DOKUNMATİK PANEL İÇİN ONAY BEKLENİYOR.-LED PANEL DEĞİŞTİ FORMAT ATILDI HAZIR.;13.04 MEHMET BEY DOKUNMATİK PNAEL MASRAFINI ONAYLAMADI;;;;;;;;;;;;;;;;;;;;;;;;;;
;02.04.2018;;TAVUK DÜNYASI ANKARA KIZILAY AVM;ROBOTPOS YAZICI;RP-81;1801160175;13.04.2023;;SİLİK YAZMA;;TERMAL KAFA VE DIŞ KASA DEĞİŞMESİ GEREKMEKTEDİR.;18.04.2023 bahar hanıma mail iletildi.   19.04 BAHAR HANIMA ONAYLADI;;;;;;;;;;;;;;;;;;;;;;;;;;
;01.12.2017;;FARUK GÜLLÜOĞLU ANKARA BALGAT;VİNTEC CİHAZ;;6745A170863072D;14.04.2023;;CİHAZ AÇILMIYOR;;WİN. ÇÖKMÜŞ FORMAT ATILDI TEST EDİLDİ SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;09.05.2022;;ET İŞLERİ RİZE ŞİMAL;ROBOTPOS CİHAZ+ MÜŞTERİ EKRANI;MK;R20220010115 + (R2201060166);14.04.2023;;ANA EKRANA GÖRÜNTÜ GELMİYOR.;;FORMAT ATILDI ARKA KASA METİN BEY BİLGİSİNDE DEĞİŞTİ TEST EDİLDİ SORUN GÖRÜLMEDİ. (KASA KARGODA VİDA YERİNDEN KIRIK GELDİ.);;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;TAVUK DÜNYASI ANKAMALL;UNİFİ ACCES POİNT;;1832KB4FBE462CBD6-AzvVPJ;14.04.2023;;GÜNCELLEME ALMIYOR. ÜRETİCİYE GÖNDERİLDİ.;;ONARIMI MÜMKÜN DEĞİLDİR SIFIR ÖNDERİLİR.;13.06.2023 DE İADE EDİLECEK DİYE GÖNDERİLDİ. (İLER ÖZGE BİLSİNDE);;;;;;;;;;;;;;;;;;;;;;;;;;
;20.10.2020;;DOYUYO GAZİANTEP SANKOPARK;ROBOTPOS YAZICI;RP-81;1910280216;14.04.2023;;SİLİK YAZMA;;TERMAL KAFA VE DIŞ KASA DEĞİŞMESİ GEREKMEKTEDİR.;18.04.2023 MEVLÜT MİNSTAR BEYDEN ONAY ALINACAK 25.04 mevlüt bey geri dönüş yapacak 25.04 zafer bey onayladı;;;;;;;;;;;;;;;;;;;;;;;;;;
;03.09.2018;;BAYLAN BEBEK;ROBOTPOS YAZICI;RP-81;1805120035;17.04.2023;;POWER GİRİŞİ ARIZALI. KASAD KIRIKVAR MANUEL BIÇAK YOK.;;garanti kapsamında anakart-termal kafa ve dış kasa değişti hazır;;;;;;;;;;;;;;;;;;;;;;;;;;;
;11.09.2019;;TAVUK DÜNYASI ÜSKÜDAR;ROBOTPOS YAZICI;RP-81;1906060302;17.04.2023;;SİLİK YAZMA.-;;TERMAL KAFA + DIŞ KASA;KERİM BEY ONAYLADI. 70 USD + KDV;;;;;;;;;;;;;;;;;;;;;;;;;;
;03.07.2018;;ZİYAFE ZORLU AVM;ROBOTPOS MÜŞTERİ EKRANI;M;R2017303007;17.04.2023;;GÖRÜNTÜ GİDİP GELİYOR.;;KABLOSU ONARILDI SORUN GİDERİLDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;28.10.2021;;ÇELTİK KEBAP MALTEPE MERKEZ;ROBOTPOS YAZICI;RP-81;2106080197;18.04.2023;;SİLİK YAZMA;;garanti kapsamıdna termal kafa ve dış kasa değişti hazır;;;;;;;;;;;;;;;;;;;;;;;;;;;
;13.05.2022;;ÖZSÜT ELAZIĞ;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;MK;R20220010237 +  (R2201060091);19.04.2023;;EKRAN RENK PROBLEMİ OLUYOR CİHAZ AÇILIRKEN;;FORMAT ATILDI TEST EDİLDİ SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;04.04.2017;;KAHVE DÜNYASI KONYA KENT PLAZA;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;M;R2016002168  + (R2016302072 );25.04.2023;;USB PORTU BOZUK ,  GÜÇ GİRİŞ KISMINDA TEMASSIZLIK VAR OYNUYOR VE TEMASSIZLIKDAN KAYNAKLI CİHAZ YENİDEN BAŞLIYOR;;ANAKART DEĞİŞTİ. İMAGE ATILDI SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;09.10.2017;;TAVADA TAVUK ERZURUM MNG MALL;ROBOTPOS CİHAZ + MÜŞTERİ EKRANI;M;R2017001058 + ( R2017301058 );25.04.2023;;DOKUNMATİK SORUNU;;BİOS UPDATE VE FORMAT ATILDI TEST EDİLDİ SORUN GÖRÜLMEDİ.;;;;;;;;;;;;;;;;;;;;;;;;;;;
;09.10.2019;;ASUMAN KADIKÖY;ROBOTPOS YAZICI;RP-81;1805120092;26.04.2023;;SİLİK YAZMA  -- silik yazma mevcut termal kafa ve dış kasa değişmesi gerekmektedir ;;09.05.2023 FEVZİ BEY GERİ DÖNÜŞ YAPCAK  , FEVZİ BEY ONAYLADI;;;;;;;;;;;;;;;;;;;;;;;;;;;
